OBJECTID,FIRE_ID,FIRE_NAME,lat,lon,ignition_date,acres_burned,fire type,precip_7d_prior (mm),temp_max_7d_prior (°C),rh_min_7d_prior (%),soil_moisture_7d_prior_avg (m³/m³),temp_ign_1400 (°C),rh_ign_1400 (%),soil_moisture_ign_1400 (m³/m³),wind_speed_ign_1400 (km/h),wind_direction_ign_1400 (°),wind_gust_ign_1400 (km/h),precip_ign_day (mm),precip_30d_post (mm),temp_max_30d_post (°C),wind_speed_max_30d_post (km/h),wind_gust_max_30d_post (km/h),rh_min_30d_post (%),ndvi,land_cover,elevation_m,slope_deg,aspect_deg,aspect_sin,aspect_cos
4775805.0,AK6641615746520180606,PURCELL,66.414,-157.476,2018-06-06,2653.0,Wildfire,6.7,17.1,44.0,0.2967678571428571,17.8,49.0,0.303,9.6,70.0,32.4,0.5,53.0,21.5,20.9,52.6,32.0,,,,,,,
4775615.0,AZ3153510989320180607,JUDD,31.523,-109.885,2018-06-07,4356.0,Wildfire,0.6,36.2,3.0,0.1400357142857143,33.7,12.0,0.151,23.2,234.0,55.4,0.0,21.2,36.4,35.6,85.0,3.0,0.17500000000000002,7.0,1533.0,5.0,96.0,0.9945218953682733,-0.10452846326765355
4775640.0,NM3317110576920180607,SOLDIER CANYON,33.185,-105.759,2018-06-07,1386.0,Wildfire,7.2,27.5,9.0,0.1786309523809523,26.4,18.0,0.173,13.8,279.0,46.8,0.0,45.4,30.1,30.6,77.8,6.0,0.4451,10.0,2385.0,20.0,198.0,-0.3090169943749473,-0.9510565162951536
4775731.0,UT3935811121620180607,TRAIL MOUNTAIN,39.409,-111.174,2018-06-07,18342.0,Wildfire,6.5,24.7,9.0,0.1949940476190476,22.2,14.0,0.153,10.5,174.0,38.9,0.1,8.7,28.9,21.5,79.9,6.0,0.6642,10.0,2582.0,23.0,45.0,0.7071067811865475,0.7071067811865476
4775775.0,AK6481415114120180607,MOOSEHEART,64.843,-150.975,2018-06-07,54693.0,Wildfire,6.4,21.5,28.0,0.331875,20.0,31.0,0.304,9.8,66.0,28.8,0.1,58.5,26.5,22.4,53.3,29.0,,,,,,,
4775847.0,CO3751310811120180608,BURRO,37.513,-108.096,2018-06-08,5242.0,Wildfire,1.9,20.0,15.0,0.3704523809523809,19.3,15.0,0.289,15.1,237.0,47.2,0.0,63.3,23.4,24.3,71.6,11.0,0.78945,9.0,3043.0,36.0,223.0,-0.6819983600624984,-0.7313537016191706
4776232.0,FL2610008151020180608,MERRITT 3 (11),26.093,-81.511,2018-06-08,816.0,Wildfire,53.0,30.9,57.0,0.273875,27.5,78.0,0.333,5.3,208.0,23.4,16.0,236.8,32.5,18.3,41.4,48.0,0.35900000000000004,8.0,9.0,0.0,270.0,-1.0,-1.8369701987210297e-16
4775324.0,CA3994012236020180609,APPLE,39.924,-122.349,2018-06-09,2849.0,Wildfire,0.0,39.2,8.0,0.0983571428571428,25.7,12.0,0.087,18.0,241.0,40.0,0.0,7.0,43.4,36.1,67.3,6.0,0.21680000000000002,10.0,139.0,1.0,15.0,0.25881904510252074,0.9659258262890683
4775327.0,CA3966012253020180609,CHROME,39.623,-122.559,2018-06-09,2356.0,Wildfire,0.0,38.5,7.0,0.0918095238095238,24.1,15.0,0.095,20.3,287.0,47.9,0.0,0.9,42.1,26.5,59.0,5.0,0.3105,10.0,253.0,1.0,349.0,-0.19080899537654467,0.981627183447664
4775422.0,ID4268911299220180609,RIM,42.698,-112.976,2018-06-09,1012.0,Wildfire,0.1,31.4,10.0,0.1875952380952381,29.3,17.0,0.165,11.9,273.0,35.6,0.0,7.9,35.8,33.6,67.7,7.0,0.30575,10.0,1315.0,2.0,252.0,-0.9510565162951535,-0.30901699437494756
4775804.0,AK6424915978620180610,UNALAKLEET RIVER,64.216,-159.802,2018-06-10,3374.0,Wildfire,20.1,19.1,37.0,0.2032202380952381,11.6,63.0,0.195,21.7,318.0,52.6,0.5,58.5,22.6,19.9,50.8,33.0,,,,,,,
4776115.0,WY4102310619920180610,BADGER CREEK,41.055,-106.11,2018-06-10,20752.0,Wildfire,1.1,22.6,11.0,0.3007440476190476,21.2,13.0,0.264,29.5,237.0,72.0,0.1,34.0,26.8,28.9,73.4,11.0,0.42295,10.0,2769.0,2.0,351.0,-0.15643446504023112,0.9876883405951377
4775368.0,WA4746411950620180611,SOAP LAKE,47.436,-119.49,2018-06-11,2158.0,Wildfire,1.8,28.8,15.0,0.0353392857142857,19.8,17.0,0.039,19.5,265.0,40.0,0.0,3.3,34.3,33.2,63.4,11.0,0.1756,10.0,414.0,3.0,244.0,-0.8987940462991668,-0.43837114678907774
4775783.0,AK6367815403420180611,WHITE MOUNTAIN CREEK,63.747,-154.047,2018-06-11,30001.0,Wildfire,21.6,18.8,29.0,0.3885357142857143,9.1,34.0,0.376,19.1,358.0,46.1,0.0,72.0,22.7,23.7,59.8,32.0,,,,,,,
4775432.0,WY4421310768820180614,WEINTZ,44.199,-107.67,2018-06-14,2009.0,Wildfire,0.2,34.3,8.0,0.0325535714285714,35.8,9.0,0.025,31.6,246.0,52.2,0.0,18.8,38.1,37.5,61.2,4.0,0.21885000000000002,10.0,1360.0,2.0,288.0,-0.9510565162951536,0.30901699437494723
4775606.0,CA3735012030020180615,PLANADA,37.406,-120.292,2018-06-15,4651.0,Wildfire,0.0,37.0,9.0,0.1223988095238095,32.0,18.0,0.114,10.2,203.0,30.2,0.0,0.0,38.6,21.9,50.0,9.0,0.2368,10.0,102.0,1.0,207.0,-0.4539904997395467,-0.8910065241883679
4775713.0,NM3530710473420180615,LITTLE CONCHAS,35.306,-104.791,2018-06-15,7429.0,Wildfire,0.8999999999999999,36.2,6.0,0.1300238095238095,34.5,14.0,0.126,19.6,216.0,39.2,0.0,28.3,38.5,36.7,66.6,4.0,0.21685000000000001,10.0,1596.0,2.0,121.0,0.8571673007021123,-0.5150380749100543
4775593.0,NV3881811941120180617,UPPER COLONY,38.812,-119.411,2018-06-17,1255.0,Wildfire,0.0,31.7,9.0,0.0371428571428571,16.1,26.0,0.061,10.5,301.0,32.4,2.6,0.4,34.2,20.7,60.8,4.0,0.22105000000000002,10.0,1857.0,30.0,76.0,0.9702957262759965,0.24192189559966767
4775339.0,WA4696612008020180620,MILEPOST TWENTY TWO,46.966,-120.05,2018-06-20,7406.0,Wildfire,1.6,28.4,17.0,0.0383869047619047,29.0,25.0,0.037,5.6,153.0,19.8,0.0,0.0,37.2,41.0,73.8,10.0,0.18035,10.0,497.0,9.0,120.0,0.8660254037844387,-0.4999999999999998
4775355.0,OR4516012107120180621,BOXCAR 0410 RN,45.022,-121.004,2018-06-21,99874.0,Wildfire,3.2,29.5,21.0,0.0328511904761904,27.4,34.0,0.043,11.2,291.0,29.2,0.1,0.6,36.0,23.5,61.9,10.0,0.26295,10.0,825.0,22.0,243.0,-0.8910065241883678,-0.4539904997395469
4775359.0,OR4453912142620180621,GRAHAM 0420 OD,44.55,-121.4,2018-06-21,2102.0,Wildfire,2.4,28.2,21.0,0.0303154761904761,28.8,23.0,0.033,11.5,266.0,27.7,0.0,0.2,36.2,29.9,56.9,7.0,0.30225,10.0,821.0,4.0,347.0,-0.22495105434386534,0.9743700647852351
4775331.0,WA4597011911020180622,EASTERDAY,45.985,-119.085,2018-06-22,1359.0,Wildfire,5.2,32.8,16.0,0.0690178571428571,29.8,22.0,0.068,22.2,243.0,47.2,0.0,0.3,39.7,37.7,74.5,6.0,0.30825,12.0,266.0,12.0,304.0,-0.8290375725550416,0.559192903470747
4775351.0,OR4527212061320180622,JACK KNIFE 0440 RN,45.273,-120.583,2018-06-22,16079.0,Wildfire,3.6,29.9,21.0,0.0342440476190476,25.0,28.0,0.026,27.9,309.0,51.8,0.0,0.3,36.0,38.1,70.9,9.0,0.23095000000000002,10.0,653.0,16.0,283.0,-0.9743700647852352,0.22495105434386492
4775326.0,CA4034012191020180623,LANE,40.331,-121.831,2018-06-23,4043.0,Wildfire,6.2,33.9,12.0,0.2031309523809523,35.7,8.0,0.161,14.2,351.0,37.8,0.0,0.6000000000000001,38.2,21.7,55.1,6.0,0.4394,8.0,802.0,9.0,281.0,-0.9816271834476639,0.1908089953765451
4775414.0,NV4056511665220180623,POWER,40.561,-116.632,2018-06-23,1117.0,Wildfire,0.5,30.0,9.0,0.0252797619047619,26.8,17.0,0.025,16.4,296.0,42.1,0.0,0.4,36.7,22.5,66.6,4.0,0.16745000000000002,10.0,1543.0,3.0,71.0,0.9455185755993167,0.32556815445715676
4775325.0,CA4051012242020180624,CREEK,40.486,-122.518,2018-06-24,1353.0,Wildfire,0.0,40.8,5.0,0.1596428571428571,41.4,7.0,0.137,4.0,100.0,20.2,0.0,0.0,42.8,29.2,62.6,7.0,0.343,10.0,277.0,2.0,80.0,0.984807753012208,0.17364817766693041
4775655.0,NM3619710545320180624,SARDINAS CANYON,36.196,-105.46,2018-06-24,2448.0,Wildfire,0.9,21.6,9.0,0.2468154761904761,20.4,16.0,0.206,21.7,277.0,67.3,0.0,76.0,24.4,20.8,63.0,8.0,0.41535,8.0,3293.0,17.0,111.0,0.9335804264972017,-0.35836794954530027
4775694.0,TX3286909912820180624,EVERETT,32.875,-99.119,2018-06-24,2277.0,Wildfire,0.7,39.0,22.0,0.1434404761904761,38.0,32.0,0.132,32.3,169.0,62.3,0.0,10.4,42.0,36.6,64.8,15.0,0.36655000000000004,10.0,380.0,1.0,298.0,-0.8829475928589271,0.4694715627858904
4775728.0,NM3242610655220180624,ORGAN,32.454,-106.527,2018-06-24,4880.0,Wildfire,0.0,37.8,4.0,0.2831488095238095,34.9,10.0,0.239,16.7,264.0,41.8,0.0,58.2,37.2,28.4,65.5,7.0,0.21155000000000002,7.0,1601.0,3.0,145.0,0.5735764363510459,-0.8191520442889919
4775884.0,FL2975008486020180624,LIME ROCK RD (19),29.765,-84.866,2018-06-24,1190.0,Wildfire,3.4,31.9,54.0,0.1735119047619047,31.6,63.0,0.112,12.1,240.0,33.1,1.1,141.5,32.0,22.7,58.7,49.0,0.46690000000000004,8.0,7.0,0.0,0.0,0.0,1.0
4775394.0,UT4192311225720180627,ROUGH CANYON,41.943,-112.279,2018-06-27,3986.0,Wildfire,0.4,29.0,14.0,0.145422619047619,29.8,14.0,0.128,8.7,197.0,27.4,0.0,2.3000000000000003,33.3,24.2,67.3,9.0,0.32545,10.0,1742.0,7.0,66.0,0.9135454576426009,0.4067366430758002
4775416.0,NV4067711610520180627,EMIGRANT,40.666,-116.072,2018-06-27,1568.0,Wildfire,0.0,32.8,6.0,0.0259940476190476,32.2,9.0,0.025,16.0,234.0,35.6,0.0,0.2,35.3,24.2,56.2,6.0,0.18915,10.0,1765.0,2.0,23.0,0.39073112848927377,0.9205048534524404
4775451.0,CO3749610529120180627,SPRING CREEK,37.543,-105.144,2018-06-27,107108.0,Wildfire,10.3,27.3,7.0,0.1562797619047619,27.6,8.0,0.149,11.7,261.0,35.3,0.0,48.9,28.2,27.2,66.6,5.0,0.42735,9.0,2733.0,6.0,139.0,0.6560590289905073,-0.754709580222772
4775732.0,UT3739711342320180627,WEST VALLEY,37.441,-113.387,2018-06-27,11914.0,Wildfire,0.0,26.4,7.0,0.1180059523809523,25.1,7.0,0.118,14.6,189.0,49.7,0.0,108.4,26.4,23.0,76.3,6.0,0.26730000000000004,10.0,2677.0,7.0,60.0,0.8660254037844386,0.5000000000000001
4775332.0,WA4619311979920180628,MONTECITO,46.175,-119.762,2018-06-28,1877.0,Wildfire,0.0,33.3,13.0,0.0240654761904761,24.5,23.0,0.018,15.9,303.0,38.9,0.0,0.4,38.8,31.3,69.5,7.0,0.25135,12.0,445.0,3.0,142.0,0.6156614753256584,-0.7880107536067219
4775673.0,CO3981210599520180628,SUGARLOAF,39.813,-105.982,2018-06-28,1216.0,Wildfire,4.7,21.3,20.0,0.3702499999999999,21.0,16.0,0.335,15.6,232.0,56.5,0.0,46.8,22.2,20.4,72.0,16.0,0.4622,8.0,3252.0,5.0,243.0,-0.8910065241883678,-0.4539904997395469
4775695.0,TX3251909900020180628,CONNER,32.551,-99.026,2018-06-28,2549.0,Wildfire,0.0,39.1,22.0,0.1407440476190476,36.5,33.0,0.138,16.6,180.0,34.9,0.0,17.8,41.5,31.0,52.6,16.0,0.28595000000000004,10.0,430.0,0.0,0.0,0.0,1.0
4775715.0,NM3597510490820180628,EMILY,35.983,-104.895,2018-06-28,8342.0,Wildfire,0.6,31.3,4.0,0.1209107142857142,30.3,8.0,0.119,18.8,197.0,54.4,0.0,47.3,31.9,29.5,70.9,9.0,0.43960000000000005,10.0,2407.0,8.0,255.0,-0.9659258262890683,-0.25881904510252063
4775752.0,UT3809211295120180628,BLACK MOUNTAIN,38.124,-112.912,2018-06-28,5431.0,Wildfire,0.0,31.6,3.0,0.0116845238095238,28.0,5.0,0.012,30.4,211.0,64.4,0.0,21.8,31.2,29.4,60.5,5.0,0.18975,10.0,2231.0,6.0,173.0,0.12186934340514755,-0.992546151641322
4776044.0,CO3905510606920180628,WESTON PASS,39.032,-106.025,2018-06-28,13169.0,Wildfire,0.7,26.4,10.0,0.1652023809523809,25.0,10.0,0.14,17.3,222.0,62.3,0.0,59.2,25.5,22.7,67.3,8.0,0.3678,10.0,2973.0,2.0,157.0,0.39073112848927377,-0.9205048534524404
4775457.0,FL2654008044020180629,LONEBIRD,26.547,-80.44,2018-06-29,626.0,Wildfire,90.6,31.5,62.0,0.4086011904761905,28.8,74.0,0.389,9.6,110.0,21.2,9.7,219.8,32.5,18.4,46.1,49.0,0.41955000000000003,9.0,7.0,0.0,90.0,1.0,6.123233995736766e-17
4775609.0,CA3805012095020180629,WAVERLY,38.0,-120.846,2018-06-29,12238.0,Wildfire,0.0,38.8,12.0,0.1051666666666666,32.7,25.0,0.104,12.5,309.0,31.7,0.0,0.0,38.2,20.5,43.9,9.0,0.25830000000000003,10.0,68.0,0.0,180.0,1.2246467991473532e-16,-1.0
4775654.0,NM3636510508520180629,MORRIS CREEK,36.355,-105.058,2018-06-29,1785.0,Wildfire,0.1,27.2,7.0,0.1734821428571428,22.9,16.0,0.163,13.8,237.0,40.3,0.0,92.0,27.3,24.4,65.9,13.0,0.45595,10.0,2864.0,2.0,356.0,-0.06975647374412564,0.9975640502598242
4775656.0,CO4078210783620180629,DIVIDE,40.761,-107.77,2018-06-29,20540.0,Wildfire,0.6000000000000001,33.0,3.0,0.138922619047619,27.2,10.0,0.131,28.2,253.0,55.8,0.0,17.0,33.1,42.4,73.1,6.0,0.25035,10.0,2207.0,3.0,172.0,0.13917310096006533,-0.9902680687415704
4775712.0,CO3881510530620180629,CHATEAU,38.815,-105.3,2018-06-29,1414.0,Wildfire,2.7,30.6,5.0,0.1499821428571428,28.4,5.0,0.134,16.2,197.0,42.8,0.0,61.1,30.5,21.0,53.3,4.0,0.4005,10.0,2539.0,11.0,206.0,-0.43837114678907746,-0.8987940462991669
4775737.0,UT3873211191320180629,WILLOW PATCH,38.695,-111.889,2018-06-29,4592.0,Wildfire,0.0,32.5,3.0,0.1128809523809523,25.2,13.0,0.112,14.3,304.0,46.1,0.0,13.6,30.8,18.8,58.0,4.0,0.2275,9.0,2264.0,3.0,342.0,-0.3090169943749476,0.9510565162951535
4775561.0,CA3881012220020180630,COUNTY,38.683,-122.155,2018-06-30,92450.0,Wildfire,0.0,40.0,5.0,0.0953452380952381,38.5,11.0,0.092,13.0,6.0,45.4,0.0,0.2,42.5,21.6,56.9,5.0,0.46915,10.0,284.0,10.0,2.0,0.03489949670250097,0.9993908270190958
4775636.0,NM3367210897820180630,OWL,33.691,-108.977,2018-06-30,5038.0,Wildfire,1.6,29.7,6.0,0.1292738095238095,24.5,11.0,0.127,13.4,246.0,46.4,0.0,125.7,28.5,18.9,77.0,7.0,0.4007,9.0,2604.0,21.0,154.0,0.4383711467890773,-0.898794046299167
4775344.0,WA4676112069020180701,CONRAD,46.739,-120.665,2018-07-01,4611.0,Wildfire,0.2,30.6,17.0,0.142672619047619,25.4,26.0,0.149,12.3,273.0,32.8,0.0,0.1,37.7,23.0,51.5,10.0,0.2232,10.0,575.0,4.0,52.0,0.788010753606722,0.6156614753256583
4775375.0,WA4728211975220180701,QUINCY LAKE,47.136,-119.901,2018-07-01,2315.0,Wildfire,0.1,32.3,12.0,0.1105595238095238,27.0,22.0,0.109,2.7,203.0,23.0,0.0,0.0,40.0,22.1,47.9,7.0,0.24115,10.0,370.0,0.0,124.0,0.8290375725550417,-0.5591929034707467
4775385.0,NV4130611477420180701,HD,41.322,-114.731,2018-07-01,4941.0,Wildfire,0.0,32.7,7.0,0.0402261904761904,27.2,14.0,0.04,15.0,246.0,32.4,0.0,0.9,34.9,32.6,61.2,6.0,0.22970000000000002,10.0,1849.0,2.0,0.0,0.0,1.0
4775813.0,AK6686414220720180701,KEVINJIK,66.885,-141.959,2018-07-01,28784.0,Wildfire,4.5,16.8,48.0,0.3118630952380952,18.5,45.0,0.273,7.2,217.0,20.5,1.2,37.5,26.5,23.3,58.0,24.0,,,,,,,
4775957.0,UT4010011096020180701,DOLLAR RIDGE,40.111,-110.877,2018-07-01,69817.0,Wildfire,0.1,29.4,6.0,0.1434285714285714,21.6,16.0,0.138,16.2,270.0,50.4,0.0,28.3,28.5,25.9,77.0,7.0,0.34325,10.0,2547.0,28.0,317.0,-0.6819983600624983,0.7313537016191707
4776099.0,NV4073711459620180701,HOGAN,40.672,-114.571,2018-07-01,9992.0,Wildfire,0.0,32.9,5.0,0.141625,25.6,13.0,0.148,8.6,68.0,28.4,0.0,4.7,33.3,27.2,89.6,4.0,0.2079,10.0,1980.0,5.0,73.0,0.9563047559630354,0.29237170472273677
4775753.0,TX3096410129920180702,WORTHINGTON,30.954,-101.28,2018-07-02,1249.0,Wildfire,3.1,36.2,23.0,0.1321547619047618,34.0,37.0,0.16,20.4,166.0,41.8,0.0,20.8,40.5,28.2,53.3,14.0,0.2207,10.0,816.0,0.0,90.0,1.0,6.123233995736766e-17
4775812.0,AK6641314364620180702,TIECHOVUN LAKE,66.405,-143.596,2018-07-02,2563.0,Wildfire,3.1,24.1,29.0,0.2058690476190476,21.9,35.0,0.185,20.2,269.0,50.8,0.8,12.2,31.9,25.1,55.1,16.0,,,,,,,
4776255.0,OK3475809868420180702,WINTER VALLEY,34.767,-98.712,2018-07-02,3962.0,Wildfire,5.7,36.2,30.0,0.21175,31.6,47.0,0.22,9.8,216.0,26.3,2.1,13.4,40.0,23.5,61.2,17.0,0.3839,10.0,585.0,5.0,185.0,-0.08715574274765794,-0.9961946980917455
4776282.0,TX3275909835520180702,SURPRISE,32.767,-98.352,2018-07-02,4182.0,Wildfire,3.3000000000000003,38.5,23.0,0.1467440476190476,36.7,32.0,0.204,7.4,141.0,23.0,0.0,43.0,42.2,28.5,56.2,15.0,0.45220000000000005,9.0,336.0,1.0,310.0,-0.7660444431189781,0.6427876096865393
4775373.0,WA4725411999320180703,BAIRD SPRINGS,47.263,-120.0,2018-07-03,1142.0,Wildfire,0.5,26.6,16.0,0.0278571428571428,23.9,23.0,0.025,13.0,104.0,29.2,0.0,0.0,39.0,29.0,59.0,8.0,0.19365000000000002,10.0,436.0,3.0,146.0,0.5591929034707469,-0.8290375725550416
4775696.0,TX3310109880620180703,209,33.111,-98.81,2018-07-03,1087.0,Wildfire,0.8,38.2,22.0,0.1586488095238095,36.8,30.0,0.165,11.5,160.0,28.8,0.0,34.1,42.0,26.8,53.3,15.0,0.39075000000000004,10.0,375.0,1.0,280.0,-0.9848077530122081,0.17364817766692997
4775708.0,CO3937110704320180703,LAKE CHRISTINE,39.419,-107.037,2018-07-03,12506.0,Wildfire,0.0,26.8,8.0,0.1689642857142857,23.5,11.0,0.159,13.6,248.0,59.0,0.0,13.0,27.5,20.8,80.3,9.0,0.53605,9.0,2885.0,8.0,253.0,-0.9563047559630353,-0.2923717047227371
4775384.0,ID4302611590820180704,FIVE CENT,43.007,-115.896,2018-07-04,2446.0,Wildfire,0.0,35.3,11.0,0.045172619047619,31.0,12.0,0.045,10.3,126.0,29.5,0.0,0.0,40.1,32.6,55.4,5.0,0.2127,10.0,910.0,1.0,260.0,-0.984807753012208,-0.17364817766693033
4775408.0,NV4019211447220180704,BOONE SPRINGS,40.233,-114.468,2018-07-04,3038.0,Wildfire,0.1,33.2,3.0,0.0359047619047619,29.0,5.0,0.038,18.9,204.0,39.6,0.0,6.6,34.3,29.0,55.8,4.0,0.1888,10.0,2011.0,8.0,104.0,0.9702957262759965,-0.24192189559966779
4775363.0,OR4241211864020180705,TELEPHONE HILL,42.405,-118.633,2018-07-05,1230.0,Wildfire,0.0,33.0,8.0,0.0223511904761904,31.5,8.0,0.022,16.6,175.0,44.6,0.0,0.2,37.8,27.2,77.0,6.0,0.1835,10.0,1240.0,1.0,119.0,0.8746197071393959,-0.484809620246337
4775406.0,NV4069611507520180705,ECHO,40.733,-115.067,2018-07-05,6068.0,Wildfire,0.0,29.6,7.0,0.0791845238095238,30.8,9.0,0.079,16.8,189.0,47.5,0.0,3.5,33.2,23.7,64.8,6.0,0.21845,10.0,1919.0,5.0,103.0,0.9743700647852352,-0.22495105434386503
4775574.0,CA4188012254020180705,KLAMATHON,41.946,-122.534,2018-07-05,38188.0,Wildfire,0.0,29.9,5.0,0.2493333333333333,29.1,15.0,0.248,16.5,160.0,54.0,0.0,0.9,37.5,19.9,59.4,6.0,0.28325,10.0,1033.0,8.0,114.0,0.9135454576426009,-0.40673664307580026
4775939.0,AZ3146411144720180705,CUMERO,31.467,-111.458,2018-07-05,4332.0,Wildfire,0.0,36.0,8.0,0.109470238095238,38.5,13.0,0.113,12.6,85.0,36.4,0.0,82.2,39.8,35.3,62.6,13.0,0.2078,7.0,1137.0,5.0,276.0,-0.9945218953682734,0.10452846326765299
4775638.0,CO4049510817220180706,THORNBURG,40.511,-108.169,2018-07-06,1819.0,Wildfire,1.5,32.9,6.0,0.0258511904761904,32.9,15.0,0.024,14.8,236.0,33.8,0.0,5.7,35.3,38.2,63.7,6.0,0.21745,10.0,1919.0,4.0,100.0,0.984807753012208,-0.1736481776669303
4775659.0,CA3409611695820180706,VALLEY,34.105,-116.946,2018-07-06,1250.0,Wildfire,0.0,26.6,6.0,0.2633571428571428,30.5,14.0,0.257,10.2,225.0,37.1,0.0,229.6,28.6,14.1,56.2,20.0,0.3881,10.0,2100.0,29.0,260.0,-0.984807753012208,-0.17364817766693033
4775663.0,CA3338011743020180706,PENDLETON COMPLEX,33.364,-117.418,2018-07-06,2965.0,Wildfire,0.0,28.5,42.0,0.0777916666666666,37.8,20.0,0.072,14.8,283.0,34.2,0.0,1.8,30.9,24.4,49.7,27.0,0.22415000000000002,10.0,140.0,7.0,130.0,0.766044443118978,-0.6427876096865394
4775633.0,CO3974610840620180707,FAWN,39.755,-108.406,2018-07-07,1035.0,Wildfire,0.9,30.4,7.0,0.1193809523809524,31.1,18.0,0.124,10.8,217.0,28.4,0.0,20.2,32.5,27.5,56.2,6.0,0.2942,10.0,2295.0,5.0,83.0,0.992546151641322,0.12186934340514749
4775431.0,WY4410810779120180708,TEREK,44.162,-107.805,2018-07-08,43872.0,Wildfire,0.0,37.9,9.0,0.1588988095238095,35.0,16.0,0.156,8.4,110.0,23.4,0.0,1.5,37.3,28.4,57.6,9.0,0.18610000000000002,10.0,1290.0,3.0,286.0,-0.9612616959383188,0.2756373558169994
4775585.0,CA3664611822120180708,GEORGES,36.65,-118.233,2018-07-08,3003.0,Wildfire,0.0,32.5,6.0,0.0377380952380952,31.8,16.0,0.04,5.6,40.0,34.2,0.0,5.3,32.6,11.7,47.5,5.0,0.22455,10.0,1935.0,7.0,40.0,0.6427876096865393,0.766044443118978
4775734.0,AZ3689811361420180708,MOKAAC,36.903,-113.614,2018-07-08,1705.0,Wildfire,0.0,36.2,6.0,8.333333333333333e-05,35.7,17.0,0.014,14.8,326.0,34.6,0.1,37.4,37.5,23.7,63.7,6.0,0.15,10.0,1469.0,5.0,58.0,0.848048096156426,0.5299192642332049
4776040.0,AZ3477911297320180708,STUBBS,34.767,-112.927,2018-07-08,6140.0,Wildfire,0.7,33.6,10.0,0.1043809523809523,29.0,31.0,0.123,6.2,280.0,26.3,2.0,63.6,34.0,18.9,49.3,11.0,0.45725000000000005,10.0,1723.0,5.0,104.0,0.9702957262759965,-0.24192189559966779
4775396.0,UT4067911258520180709,ELLERBECK,40.677,-112.582,2018-07-09,3717.0,Wildfire,1.1,36.3,8.0,0.2346666666666666,33.7,20.0,0.243,16.7,7.0,52.2,0.6,4.0,35.8,20.4,64.1,6.0,0.23495000000000002,10.0,1633.0,13.0,70.0,0.9396926207859083,0.3420201433256688
4775704.0,TX3300809836120180710,337,33.021,-98.35,2018-07-10,1314.0,Wildfire,7.899999999999999,37.8,22.0,0.1334880952380952,32.6,47.0,0.143,3.9,292.0,22.7,2.2,32.7,42.0,27.5,46.8,17.0,0.29555000000000003,10.0,374.0,1.0,310.0,-0.7660444431189781,0.6427876096865393
4775437.0,NY4487007364020180712,FLAT ROCK FIRE,44.87,-73.637,2018-07-12,658.0,Wildfire,4.1000000000000005,33.2,17.0,0.0815238095238095,26.9,32.0,0.068,13.1,323.0,39.2,0.0,75.1,32.2,27.2,69.5,26.0,0.63475,8.0,248.0,1.0,16.0,0.27563735581699916,0.9612616959383189
4775354.0,WA4786511845020180713,RATTLESNAKE,47.857,-118.418,2018-07-13,2858.0,Wildfire,0.3,31.8,15.0,0.1393214285714285,33.3,16.0,0.128,20.1,224.0,42.1,0.0,0.0,38.5,29.4,58.7,10.0,0.41340000000000005,10.0,690.0,7.0,45.0,0.7071067811865475,0.7071067811865476
4775366.0,CA4129012012020180713,EAGLE,41.268,-120.105,2018-07-13,2116.0,Wildfire,1.3,30.8,8.0,0.0598571428571428,30.0,16.0,0.058,7.7,37.0,24.1,0.0,2.4000000000000004,34.3,16.7,63.7,7.0,0.2034,10.0,1746.0,21.0,347.0,-0.22495105434386534,0.9743700647852351
4775371.0,WA4754012029720180713,ROCKY REACH,47.527,-120.327,2018-07-13,3346.0,Wildfire,0.0,30.3,16.0,0.1279523809523809,32.0,18.0,0.123,0.7,90.0,14.8,0.0,0.0,36.6,19.0,61.9,12.0,0.18845,10.0,773.0,19.0,175.0,0.0871557427476582,-0.9961946980917455
4775404.0,NV4090511565520180714,SILVER STATE,40.886,-115.665,2018-07-14,3766.0,Wildfire,0.0,33.1,7.0,0.037875,29.9,14.0,0.038,7.9,93.0,26.6,0.0,0.7000000000000001,34.4,30.1,60.1,5.0,0.18245,10.0,1941.0,8.0,114.0,0.9135454576426009,-0.40673664307580026
4775522.0,ID4432111583220180714,LODGEPOLE,44.331,-115.822,2018-07-14,1719.0,Wildfire,0.0,30.0,16.0,0.1493214285714285,29.3,19.0,0.14,11.6,265.0,37.1,0.0,0.0,34.2,15.1,50.4,12.0,0.5342,9.0,1558.0,13.0,136.0,0.6946583704589971,-0.7193398003386512
4775500.0,OR4275312292520180715,SNOW SHOE,42.743,-122.907,2018-07-15,3933.0,Wildfire,0.0,35.4,16.0,0.2554642857142857,34.0,19.0,0.256,5.9,191.0,31.3,0.0,0.0,36.9,22.4,62.6,10.0,0.7825000000000001,1.0,768.0,5.0,156.0,0.40673664307580043,-0.9135454576426008
4775503.0,OR4293812266120180715,COLUMBUS,42.942,-122.663,2018-07-15,11687.0,Wildfire,0.5,33.9,18.0,0.2650297619047619,33.5,21.0,0.262,5.2,335.0,22.3,0.0,0.0,34.6,16.6,54.7,11.0,0.8207500000000001,1.0,812.0,21.0,312.0,-0.7431448254773946,0.6691306063588578
